Identifier,Tag: Name,Service,Type,Region,Tag: AppName,Tag: BudgetCode,Tag: CitcoEnterpriseTags,Tag: ClientData,Tag: ComponentGroup,Tag: ComponentType,Tag: Cost,Tag: EBSBudgetCode,Tag: EBSCostCenter,Tag: Env,Tag: Environment,Tag: LOB,Tag: Project Code ,Tag: RpaProject,Tag: RunSchedule,Tag: ScheduleMessage,Tag: SubProject,Tag: System,Tag: TagName,Tag: aws:cloudformation:logical-id,Tag: aws:cloudformation:stack-id,Tag: aws:cloudformation:stack-name,Tag: lambda:createdBy,Tags,ARN
dev-cdq-task:136,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),cdq,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:136
chatbot-task:319,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:319
aeoi-task:379,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:379
aeoi-task:168,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:168
cais-task:128,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,cais,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:128
dev-cdq-task:109,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),cdq,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:109
chatbot-task:77,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,chatbot,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:77
cais-task-api:215,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:215
aeoi-task:825,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:825
chatbot-task:497,DocSage,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:497
chatbot-task:309,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:309
cais-task-api:146,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:146
aeoi-task:300,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:300
dev-cdq-task:83,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),CDQ,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:83
aeoi-task:112,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:112
aeoi-task:411,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:411
cais-task:344,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:344
aeoi-task:231,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:231
cais-task-api:91,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:91
deadline-task:106,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:106
deadline-task:43,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:43
chatbot-task:404,DocSage,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:404
dev-cdq-task:97,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),cdq,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:97
aeoi-task:2,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,aeoi,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:2
dev-cdq-task:89,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),cdq,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:89
aeoi-task:649,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:649
chatbot-task:85,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,chatbot,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:85
cais-task:281,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:281
cais-task-api:48,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:48
deadline-task:53,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:53
dev-cdq-task:8,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),CDQ,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:8
cais-task:352,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:352
deadline-task:28,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:28
chatbot-task:70,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,chatbot,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:70
cais-task:68,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,cais,web,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:68
pricing-pack-task:4,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:4
chatbot-task:374,DocSage,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:374
dev-cdq-task:5,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),CDQ,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:5
aeoi-task:758,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:758
cais-task:272,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:272
pricing-pack-task:19,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:19
deadline-task:162,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,CAIS-PRICING-DEADLINE-052021,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:162
cais-task-api:47,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:47
chatbot-task:259,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:259
cais-task:11,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,cais,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:11
cais-task:270,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:270
cais-task-api:86,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:86
deadline-task:195,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,CAIS-PRICING-DEADLINE-052021,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:195
dev-cdq-task:71,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),CDQ,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:71
dev-cdq-task:40,(not tagged),ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,cdq,ui,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),CDQ,(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/dev-cdq-task:40
cais-task-api:212,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:212
cais-task-api:207,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task-api:207
aeoi-task:742,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,ui,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:742
aeoi-task:414,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:414
chatbot-task:434,DocSage,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:434
cais-task:323,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,cais,web,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:323
aeoi-task:255,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,aeoi,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/aeoi-task:255
trade-task:1,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,trade,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/trade-task:1
chatbot-task:303,ia-bpo,ECS,TaskDefinition,eu-west-1,(not tagged),IA-BPO,(not tagged),false,chatbot,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:303
chatbot-task:101,(not tagged),ECS,TaskDefinition,eu-west-1,rpacfs1,rpacfs1,(not tagged),false,chatbot,api,rpacfs1,(not tagged),rpacfs1,dev,(not tagged),rpacfs1,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/chatbot-task:101
pricing-pack-task:43,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,pricing-pack,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/pricing-pack-task:43
deadline-task:83,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,deadline,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/deadline-task:83
cais-task:63,(not tagged),ECS,TaskDefinition,eu-west-1,IA-BPO,IA-BPO,(not tagged),false,cais,api,IA-BPO,(not tagged),IA-BPO,dev,(not tagged),IA-BPO,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),9,arn:aws:ecs:eu-west-1:442645024664:task-definition/cais-task:63
